"id";"MotionOutcomeAndDescription";"PageURL";"MotionVoteOutcome";"VideoTimeSlot";"MeetingIDValue";"ItemID"
"193";"Passed    Motion To: 
That the contribution to the Childcare Capital Grants program (Project 905639), p. 131 be reduced by $250 k, and that this amount be contributed to the One Year Transition Fund in the Social Services operating budget (p. 52, described on p. 57). ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114104";"Passed";NULL;"2268";"114104"
"194";"Passed    Motion To: That the Community and Protective Services Committee recommend that Council, sitting as Committee of the Whole, approve the Community and Protective Services Committee 2013 Draft Operating and Capital Budget as follows: 
1. Emergency and Protective Services
 a) General Manager’s Office - Operating Resource Requirement (page 6); 
b) Security and Emergency Management as follows:
 i) Operating Resource Requirement (page 11); 
ii) Capital Budget (p. 124) [individual project listed p.125];
c) Ottawa Fire Services, as follows:
 i) User fees (p. 20-21);
 ii) Operating Resource Requirement (p. 17);
 iii) Capital Budget (p. 106) [individual projects listed p. 107-114]; 
d) Ottawa Paramedic Service, as follows: 
i) Operating Resource Requirement (p. 25);
 ii) Capital Budget (p. 115) [individual projects listed p. 116-118]; 
e) By-Law and Regulatory Services, as follows:
 i) User fees (p. 35-39); ii) Operating Resource Requirement (p. 32); 
iii) Capital Budget (p. 119) [individual projects listed p. 120-123]; ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114104";"Passed";NULL;"2268";"114104"
"195";"Passed    Motion To: 3. Parks, Recreation and Cultural Services, as follows:
 i) User fees (p. 86-88);
 ii) Operating Resource Requirement (p. 81); 
iii) Capital Budget (p. 141) [individual projects listed p. 142-159]. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114104";"Passed";NULL;"2268";"114104"
"196";"Passed    Motion To: 4. Public Works Department - Parks, Buildings and Grounds, as follows:
 i) User fees (p. 96-97);
 ii) Operating Resource Requirement (p. 92); 
iii) Capital Budget (p. 160) [individual projects listed p. 161-164]. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114104";"Passed";NULL;"2268";"114104"
"197";"Passed    Motion To: 2. Community and Social Services 
a) General Manager’s Office, as follows: 
i) Operating Resource Requirement (p. 49);
 ii) Capital Budget (p. 76); 
d) Housing Services, as follows: 
i) Operating Resource Requirement (p. 64);
 ii) Capital Budget (p. 138) [individual projects listed p. 138-140];
 e) Long Term Care, as follows:
 i) Operating Resource Requirement (p. 70);
 ii) Capital Budget (p. 132) [individual projects listed p. 133-135];
f) Community Development and Funding as follows:
 i) Operating Resource Requirement (p. 73);
 ii) Capital Budget (p. 136) [individual project listed p. 137]. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114104";"Passed";NULL;"2268";"114104"
"198";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114142";"Passed";NULL;"2268";"114142"
"199";"Passed    Motion To: 
That the Community and Protective Services Committee recommend Council approve the interim three-year strategy for the development of skateboard and BMX parks outlined in this report.
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114836";"Passed";NULL;"2268";"114836"
"200";"Passed    Motion To: Minutes 26, meeting of Thursday, 1 November 2012.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114140";"Passed";NULL;"2227";"114140"
"201";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend that Council, sitting as Committee of the Whole, approve the Agriculture and Rural Affairs Committee Draft Operating and Capital Budget as follows: 
1. The Planning and Infrastructure - Planning and Growth Management Department - Development Review Process (Rural) Operating Resource Requirement (p. 8). 
2. The Agriculture and Rural Affairs Committee Capital Program as follows: 
i) Transportation Services (p. 14) [individual projects listed p. 15]; 
ii) Fire Services (p. 16) [individual project listed p. 17].";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114107";"Passed";NULL;"2227";"114107"
"202";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114450";"Passed";NULL;"2274";"114450"
"203";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114449";"Passed";NULL;"2274";"114449"
"204";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114452";"Passed";NULL;"2274";"114452"
"205";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114913";"Passed";NULL;"2274";"114913"
"206";"Passed    Motion To: That the(se) item(s) be Carried on consent.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114907";"Passed";NULL;"2274";"114907"
"207";"Passed    Motion To: That the Information Technology Sub-committee recommend that Council, sitting as Committee of the Whole, approve the IT Sub-committee portion of the 2013 Draft Operating and Capital Budget as follows:

1.	The Information Technology Services Budget as follows:
a)	Operating Resource Requirement (FEDC book p. 87 / ITSC book p. 5);
b)	Capital Budget (FEDC book p. 137 / ITSC book p. 10) [individual projects listed FEDC book p. 138-145 / ITSC book p. 11-18].

2.	The Service Ottawa Capital Budget (FEDC book p. 148-149 / ITSC book p. 19-20)
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114455";"Passed";NULL;"2274";"114455"
"208";"Passed    Motion To: That the Information Technology Sub-Committee receive this report as supplemental information to the 2013 Draft Budget.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114456";"Passed";NULL;"2274";"114456"
"209";"Passed    Motion To: That the Information Technology Sub-Committee receive this presentation as supplemental information to the 2013 Draft Budget.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114911";"Passed";NULL;"2274";"114911"
"210";"Passed    Motion To: Minutes 20 of the regular meeting on 16 October, 2012.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115038";"Passed";NULL;"2269";"115038"
"211";"Passed    Motion To: That the Environment Committee consider the relevant portions of the draft 2013 Operating and Capital Budgets and forward its recommendations to Council, sitting as Committee of the Whole, for consideration at the meeting to be held 28 November 2012.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114286";"Passed";NULL;"2269";"114286"
"212";"Passed    Motion To: 



Minutes 28 – 17 October 2012";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=117703";"Passed";NULL;"2273";"117703"
"213";"Passed    Motion To: Minutes 29 - 24 October 2012";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=117704";"Passed";NULL;"2273";"117704"
"214";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=117705";"Passed";NULL;"2273";"117705"
"215";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=118264";"Passed";NULL;"2273";"118264"
"216";"Passed    Motion To: Whereas in the Metrolinx update to the Transit Commission today, November 21, 2012, Commissioners were advised that there would be a delay in the projected February 1st, 2013 launch of the Presto Smart Card system in Ottawa; and 
Whereas Metrolinx, having identified core functional issues, has asked for an additional three months delay in the launch date; and 
Whereas the Transit Commission has been assured by Metrolinx that the core functional issues have been resolved and that the delay in the launch will allow Metolinx and OC Transpo to roll out the test the “loading” of the system with up to 10,000 customers using the product in January 2013; and 
Whereas OC Transpo and Metrolinx have agreed upon the following specific seven technical criteria “success factors” to measure the success of Presto, being: 
1. Customer convenience features, such as auto load, auto renew and web access, telephone; 
2. Pass Products available (including monthly passes for different categories and e-purse); 
3. STO interoperability (seamless); 
4. Robust back office (instant updates); 
5. Fare inspection functionality; 
6. Payment card industry (PCI) compliance; and 
7. Ongoing bilingual support to respond to customer needs (call centre to support the product demand); and 
Whereas the results of the technical system criteria along with the results of the system functionality on the seven success factors will be presented to the Transit Commission in April 2013, along with details regarding recommendations on the feasibility to move to full system roll out; and 
Whereas until this decision has been taken, no funds will flow to Metrolinx; and 
Whereas in recognition of the extended timeline for deployment and the role OC Transpo is playing in being the first user of PRESTO Next Generation, Metrolinx will be reducing the municipal contribution towards the remaining capital costs by $3 Million (effectively $1M a month for the delay); and 
Whereas in the event system acceptance is not achieved by June 1, 2013, either party reserves the option to consider other directions for the program at that time, including the option to discontinue the deployment of the PRESTO program in Ottawa. Metrolinx would make the City of Ottawa whole on its capital investment in the fare system, unless system acceptance is not achieved for reasons beyond Metrolinx’s control; and 
Therefore Be It Resolved That the Transit Commission approve the plan outlined in the update provided by Metrolinx the timelines set out below: 
1. Early January 2013: OC Transpo communications begin around the expansion of the program up to 10,000 additional users. 
2. Mid-January 2013: Initiate distribution of up to 10,000 cards and put into full production through the end of January. 
3. Mid-January to April 2013: Continue to monitor, conduct analysis and confirm positive results to inform broader public distribution. 
4. April 2013: Results will be presented to the Transit Commission to receive approval for continued deployment. At this time OC Transpo program implementation would be presented to outline the phased deployment plan to achieve full system rollout. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=118267";"Passed";NULL;"2273";"118267"
"217";"Passed    Motion To: WHEREAS the explanation for line item 904730 - Rideau River O-Train Bridge (p.21), indicates that the associated work is planned to be undertaken in 2014 but the work is, in fact, scheduled to take place in 2013 (when the O-Train will actually be shut down); THEREFORE BE IT RESOLVED that the Transit Commission replace page 21 with the revised page, which indicates the correct date. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115032";"Passed";NULL;"2273";"115032"
"218";"Passed    Motion To: That the Transit Commission recommends that Council, sitting as Committee of the Whole, approve the Transit Commission 2013 Draft Operating and Capital Budget, as follows: 1. Transit Services as follows: i) User fees (p. 10-11); ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115032";"Passed";NULL;"2273";"115032"
"219";"Passed    Motion To: That the Transit Commission recommends that Council, sitting as Committee of the Whole, approve the Transit Commission 2013 Draft Operating and Capital Budget, as follows: 1. Transit Services as follows: ii) Operating Resource Requirement (p. 5); ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115032";"Passed";NULL;"2273";"115032"
"220";"Passed    Motion To: That the Transit Commission recommends that Council, sitting as Committee of the Whole, approve the Transit Commission 2013 Draft Operating and Capital Budget, as follows: 1. Transit Services as follows: iii) Capital Budget (p. 17) [individual projects listed p. 18-36, including revised p. 21], exclusive of Projects 906948 – Transit Priorities and 907065-2013 TMP Supplemental Transit Network, which were referred to Transportation Committee.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115032";"Passed";NULL;"2273";"115032"
"221";"Passed    Motion To: That this item be deferred.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115036";"Passed";NULL;"2273";"115036"
"222";"Passed    Motion To: Minutes 44 of the Planning Committee meeting of 13 November 2012.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122190";"Passed";NULL;"2281";"122190"
"223";"Passed    Motion To: That the Planning Committee recommend that Council: 
1. Approve the application to alter the former Grant School, 2720 Richmond Road, to be known as the Centre Multiservices Francophone de l’Ouest d’Ottawa, according to plans by Sebastien Racine, A-DN Architecture Design Inc., received on October 17, 2012; 
2. Delegate authority for minor design changes to the General Manager, Planning and Growth Management Department; and 
3. Issue the heritage permit with a two-year expiry from the date of issuance. 
(Note: The statutory 90-day timeline for consideration of this application under the Ontario Heritage Act will expire on January 15, 2013) 
(Note: Approval to Alter this property under the Ontario Heritage Act must not be construed to meet the requirements for the issuance of a building permit.) ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115045";"Passed";NULL;"2281";"115045"
"224";"Passed    Motion To: 1.         That Report ACS2012-PAI-PGM-0213 be amended by:
a)         adding the words ‘excluding those for supervisors’ in Item 2 iii) immediately following the word ‘guests’ to clarify that the maximum of 6 beds or cots excludes those that may be used by the supervisors.
 
2.         That no further notice be provided pursuant to Section 34(17) of the Planning Act.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115047";"Passed";NULL;"2281";"115047"
"225";"Passed    Motion To: That the Planning Committee recommend Council:
 
1.         Approve an amendment to the Zoning By-law 2008-250 to change the zoning of 140 Laurier Avenue West from Mixed Use Downtown, Schedule 51 (MD S51) Heritage Overlay to Mixed-use Downtown Exception, Schedule 51 (MD[xxxx] S51) Heritage Overlay, to permit a supervised overnight accommodation for a period not to exceed one year,  as detailed in Document 2 and as shown in Document 1; 
 
2.         Direct staff to undertake a detailed zoning study on occasional overnight accommodation and report back to Planning Committee no later than October, 2013, with the aim of establishing permanent provisions to regulate this use, and;
 
3.         Approve the addition of the words ‘excluding those for supervisors’ in Item 2 iii) of Document 2, Details of Recommended Zoning, immediately following the word ‘guests’ to clarify that the maximum of 6 beds or cots excludes those that may be used by the supervisors.
 
And that no further notice be provided pursuant to Section 34(17) of the Planning Act.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115047";"Passed";NULL;"2281";"115047"
"226";"Passed    Motion To: That the Planning Committee recommend Council confirm the position that the City of Ottawa Official Plan has identified sufficient residential lands to be consistent with the Provincial Policy Statement.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115049";"Passed";NULL;"2281";"115049"
"227";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=118466";"Passed";NULL;"2281";"118466"
"228";"Passed    Motion To: That Minutes 7 of the Audit Sub-Committee meeting of September 13, 2012 be confirmed";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122659";"Passed";NULL;"2226";"122659"
"229";"Passed    Motion To: That the Audit Sub-Committee receive this report and forward to Finance and Economic Development Committee and Council for information.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115136";"Passed";NULL;"2226";"115136"
"230";"Passed    Motion To: That the Audit Sub-Committee recommend to the Finance and Economic Development Committee and Council the appointment of Ernst and Young LLP as the external auditors of the City of Ottawa commencing January 02, 2013 and ending September 30, 2018 (includes five (5) annual audits) for a firm cost (for the five (5) year period) of $1,619,300 plus HST and that the necessary By-Law be enacted.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=111602";"Passed";NULL;"2226";"111602"
"231";"Passed    Motion To: 1.	That the Audit Sub-Committee receive the 2011 Annual Report and detailed audit reports from the OAG on November 29, 2012, and refer them to the appropriate Standing Committees to hear public delegations.
2.	That the Audit Sub-Committee recommend Council consider and approve the audit recommendations and refer all recommendations where management is in disagreement to the Audit Sub-Committee or other Standing Committee as directed by Council.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122590";"Passed";NULL;"2226";"122590"
"232";"Passed    Motion To: That the Audit Sub-Committee refer the detailed audit reports to the appropriate Standing Committees/Commission to hear public delegations, as follows:

 
Finance and Economic Development Committee, 4 December 2012
·         Management of Vacant Positions;
·         Corporate Communications Function;
·         Procurement Practices – General;
·         Procurement Practices - Hedging Activities;
·         Performance Measurement;
·         Occupational Health and Safety;
·         Human Resources Master Plan; and,
·         Budgeting for Growth Funding. 
·         Follow-up to the 2009 Audit of Five Specific Staffing Processes;
·         Follow-up to the 2009 Audit of Payroll;
·         Follow-up to the 2008 Audit of Grants and Contributions.
 
Transportation Committee, 5 December 2012
·         Follow-up to the 2009 Audit of the Bridge Maintenance Process for a Specific Bridge; and
 
Transit Commission, 10 December 2012
·         OC Transpo Scheduling Process for Bus Operators;
·         OC Transpo Communication of Cancelled Bus Trips;
 
Planning Committee, 11 December 2012
·         Follow-up to the 2009 Audit of Eight Specific Building Code Services Files; 
·         Follow-up to the 2009 Audit of Specific House Drawings.
 

That the the Office of the Auditor General (OAG) - 2011 Annual Report and Detailed Audit Reports rise to Council at its meeting of 19 December 2012, subsequent to the above-referenced schedule.
 ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122590";"Passed";NULL;"2226";"122590"
"233";"Passed    Motion To: That the Audit Sub-Committee defer consideration of this item until after final resolution of the matter.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122657";"Passed";NULL;"2226";"122657"
"234";"Passed    Motion To: Minutes 26 - Finance and Economic Development Committee meeting of 6 November 2012";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123580";"Passed";NULL;"2270";"123580"
"235";"Passed    Motion To: That the Finance and Economic Development Committee receive this presentation for information.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123549";"Passed";NULL;"2270";"123549"
"236";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115137";"Passed";NULL;"2270";"115137"
"237";"Passed    Motion To: That the Finance and Economic Development Committee recommend Council approve the appointment of Ernst and Young LLP as the external auditors of the City of Ottawa commencing January 02, 2013 and ending September 30, 2018 (includes five (5) annual audits) for a firm cost (for the five (5) year period) of $1,619,300 plus HST and that the necessary By-Law be enacted. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122964";"Passed";NULL;"2270";"122964"
"238";"Passed    Motion To: That the Finance and Economic Development Committee recommend Council approve the appointment of Alexandra Badzak to the Downtown Rideau Business Improvement Area Board of Management for the term expiring November 30, 2014. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=119464";"Passed";NULL;"2270";"119464"
"239";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=121950";"Passed";NULL;"2270";"121950"
"240";"Passed    Motion To: That the Finance and Economic Development Committee recommend Council approve: 
1. That the 2013 interim property tax billing be set at 50% of the 2012 Adjusted/Annualized Taxes as permitted by legislation; 
2. That the following tax due dates be approved for 2013: 
i. Interim: March 21, 2013 
ii. Final: June 20, 2013; and 
3. That the penalty and interest percentage charge on overdue and unpaid tax arrears remain at the rate of 1.25% per month (15% per year) unchanged from 2012. 
4. Subject to the approval of the above recommendations, that Council enact a by-law in the form attached as Document 1 to establish the 2013 interim taxes, tax due dates, penalty and interest charges. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115124";"Passed";NULL;"2270";"115124"
"241";"Passed    Motion To: 
1. That the Finance and Economic Development Committee receive the attached report and refer it for review and discussion at the following standing committee meetings:
Transportation Committee – December 5, 2012
Agriculture and Rural Affairs Committee – December 6, 2012
Planning Committee – December 11, 2012Environment Committee – January 15, 2013
Community and Protective Services Committee – January 17, 2013
2. That Council receive the report for information on January 23, 2013 once it has been reviewed by standing committees.
";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115466";"Passed";NULL;"2270";"115466"
"242";"Passed    Motion To: That the Finance and Economic Development Committee recommend that Council: 
1. Approve that the City enter into a Public-Private Partnership (P3) with Ottawa Community Ice Partners (OCIP), the preferred proponent, for a four-pad ice complex at 813 Shefford Road as set out in this report. 
2. Authorize the General Manager of Parks, Recreation and Cultural Services to finalize the negotiations and conclude and execute all necessary agreements on behalf of the City with OCIP in accordance with the proposal submitted by OCIP as amended through negotiations; the terms and conditions in the Request for Proposal; and the business terms set out in the attached Document 1. 
3. Designate 813 Shefford Road as a Municipal Capital Facility (MCF) as permitted under section 110 of the Municipal Act, 2001 and Ontario Regulation 603/06 and that this designation be implemented by way of a MCF Agreement between the City and OCIP and by the enactment of a by-law in accordance with the requirements of the Municipal Act, 2001 and to declare that the Facility is for the purposes of the municipality and for public recreational use. 
4. Exempt the facility from the City portion of Development Charges payable, except for the Public Transit service component. 
5. Authorize the General Manager of Parks, Recreation and Cultural Services to execute any necessary amending agreement to amend the terms of the existing Bell Sensplex West Project Agreement to allow for the following: 
(a) the City’s contribution to the Bell Sensplex West Operating Reserve Fund (ORF) will remain in the ORF and be released to the City at the end of the term in 2034. 
(b) to provide OCIP with the City’s consent to utilize funds currently held in the Bell Sensplex West Surplus Account to provide the working capital and start-up funding required for the new facility, in accordance with the Proforma approved by the City and as set out in this report. 
6. Authorize the City Treasurer to execute any agreements required to have the City guarantee the OCIP loan associated with the construction period and long-term loan. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122967";"Passed";NULL;"2270";"122967"
"243";"Passed    Motion To: That the Finance and Economic Development Committee recommend Council: 
1. Approve the St. Joseph Boulevard Community Improvement Plan Grant Application submitted by Place d’Orleans Holdings Inc., owner of the property at 3025 St. Joseph Boulevard, for the Development Incentive Grant not to exceed $459,416.30 payable to Place d’Orleans Holdings Inc. over a maximum of 10 years subject to the Owner entering into an Agreement, as provided for in the approved St. Joseph Boulevard Community Improvement Plan; and 
2. Authorize staff to negotiate a Development Assistance Agreement with Place d’Orleans Holdings Inc. establishing the terms and conditions governing the payment of the Development Incentive Grant for the redevelopment of 3025 St. Joseph Boulevard satisfactory to the Deputy City Manager, Planning and Infrastructure Services, the City Solicitor and the City Treasurer. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114133";"Passed";NULL;"2270";"114133"
"244";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=114091";"Passed";NULL;"2270";"114091"
"245";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115134";"Passed";NULL;"2270";"115134"
"246";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115122";"Passed";NULL;"2270";"115122"
"247";"Passed    Motion To: Minutes 23 - 7 November 2012";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123635";"Passed";NULL;"2283";"123635"
"248";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123638";"Passed";NULL;"2283";"123638"
"249";"Passed    Motion To: WHEREAS the City recognizes that improving pedestrian safety and active transportation options will help reduce injuries and promote health through active living;
 
AND WHEREAS the City has developed policies, programs and plans to create safe and convenient pedestrian conditions such as the Safer Roads Ottawa Program and the Ottawa Pedestrian Plan;
 
AND WHEREAS the City is currently updating the Ottawa Pedestrian Plan, to be completed in December 2013, which outlines the City’s integrated network of pedestrian facilities including sidewalks, pathways and pedestrian-friendly spaces and promotes many policy initiatives that encourage more people to walk more often to destinations and transit facilities;
 
AND WHEREAS the City is engaged with Ottawa Public Health to further enhance the health perspective in its review of the Official Plan and Transportation Master Plan, of which the Ottawa Pedestrian Plan and Ottawa Cycling Plan are major components; 
 
THEREFORE BE IT RESOLVED that the Pedestrian Safety report from the Board of Health and the ""Pedestrian Death Review"" report from the Chief Coroner for Ontario be referred to staff for consideration; and,
 
BE IT FURTHER RESOLVED that staff report back to members of the Transportation Committee on how the coroner’s review will serve to inform the Transportation Master Plan, Pedestrian Plan and the City’s pedestrian safety programs.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124012";"Passed";NULL;"2283";"124012"
"250";"Passed    Motion To: That the item be amended as per the previous motion.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124012";"Passed";NULL;"2283";"124012"
"251";"Passed    Motion To: Further to a referral motion approved by the Audit Sub-Committee at its meeting of November 29, 2012, that the Transportation Committee approve the addition of this item for consideration by the Committee at today’s meeting, pursuant to Section 84(3) of the Procedure By-law.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124116";"Passed";NULL;"2283";"124116"
"252";"Passed    Motion To: That the Transportation Committee receive public comments with respect to the following Auditor General’s reports (2011 Audit Reports), as referred by the Audit Sub-Committee at its meeting of 29 November 2012, for subsequent consideration and approval of the audit recommendations by Council on 19 December 2012:•           Follow-up to the 2009 Audit of the Bridge Maintenance Process for a Specific Bridge";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=124116";"Passed";NULL;"2283";"124116"
"253";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115467";"Passed";NULL;"2283";"115467"
"254";"Passed    Motion To: That Transportation Committee recommend Council: 1. Approve the Environmental Assessment Study’s recommended plan for the multi-use (pedestrian and cycling) crossing of the OTrain corridor between Hickory Street and Adeline Street as described in this report; and 2. Direct staff to finalize the Project File for the Multi-use Crossing of the O-Train Corridor near Hickory Street Environmental Assessment and post the Notice of Study Completion.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115261";"Passed";NULL;"2283";"115261"
"255";"Passed    Motion To: That the Transportation Committee approve the amended Study Scope of Work for the former Hope Side Road Extension (Richmond Road to West Hunt Club Road) Environmental Assessment Study now named the Kanata South Environmental Assessment Study.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115263";"Passed";NULL;"2283";"115263"
"256";"Passed    Motion To: That the committee RECEIVE the item for information";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115265";"Passed";NULL;"2283";"115265"
"257";"Passed    Motion To: Minutes 27, meeting of Thursday, 16 November 2012.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123630";"Passed";NULL;"2279";"123630"
"258";"Passed    Motion To: WHEREAS at its meeting of October 4th, the Agricultural and Rural Affairs Committee deferred the staff report on Kennel Licensing Regulations to its December 6th meeting in order for Staff to further consult with stakeholders on several issues related to the proposed regulations;
 
AND WHEREAS while consultations have occurred in the interim time period, one of the issues to be addressed is the zoning of certain premises presently licensed under previous municipal kennel licenses, and this issue may require both amendments to the definitions of City’s Comprehensive Zoning By-law as well as the re-zoning of some of the premises in question;
 
AND WHEREAS additional time is required for staff to review and formulate recommendations pertaining to the above-noted zoning issues and conduct the required public consultation on zoning;
 
THEREFORE BE IT RESOLVED that this report be further deferred to allow staff additional time to review and report back to Committee with recommendations to address the outstanding zoning issues related to certain premises previously licensed as kennels. ";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=123354";"Passed";NULL;"2279";"123354"
"259";"Passed    Motion To: That the Agriculture and Rural Affairs Committee receive this report for further review and discussion of the service areas' performance results, as outlined in the attached report.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=115468";"Passed";NULL;"2279";"115468"
"260";"Passed    Motion To: That the Agriculture and Rural Affairs Committee recommend Council approve an amendment to the Zoning By-law 2008-250 to change the zoning of 1127 Mill Street from Rural Institutional Subzone 1 (RI1) and Village Mixed Use Subzone 2 (VM2) to Village Mixed Use with Exceptions and a Schedule (VM [aaar] Syyy) and 1128 Mill Street from Village Mixed Use Subzone 2 (VM2) to Village Mixed Use with an Exception (VM [cccr]) and 1125 Clapp Lane from Village Mixed Use Subzone 2 (VM2) to Village Mixed Use with an Exception (VM [dddr]) as shown in Document 1 and as detailed in Documents 2 and 3.";"http://app05.ottawa.ca/sirepub/agdocs.aspx?doctype=agenda&itemid=122574";"Passed";NULL;"2279";"122574"
